Наименование эмитента; ИНН эмитента; Государственный регистрационный номер выпуска; Дата государственной регистрации выпуска; Вид ценной бумаги (государственная облигация, облигация, акция, биржевая облигация, пай); Торговая площадка; ИНН торговой площадки; Код ЦБ на торговой площадке; ISIN; Оставшаяся непогашенной часть номинала ЦБ; Валюта номинала; Дата погашения ЦБ; Размер государственных гарантий по ценной бумаге (для ипотечных ценных бумаг); Дата начала размещения выпуска; Дата окончания размещения выпуска; Дата регистрации отчета об итогах выпуска; Рыночная цена, рассчитываемая в соответствии с постановлением ФСФР №10-65/пз-н от 09.11.2010г.; Рыночная цена, рассчитываемая в соответствии с (Приказ ФСФР от 26.12.2006 N 06-155/пз-н); Признаваемая котировка ЦБ (Постановление ФСФР № 05-21/пз-н от 15.06.2005); Рыночная стоимость всех ЦБ данного выпуска (Постановление ФСФР №10-65/пз-н от 09.11.2010г.); НКД; Объем сделок, по которым был произведен расчет рыночной цены ценной бумаги (Приказ ФСФР от 26.12.2006 N 06-155/пз-н); Минимальная цена рыночной сделки; Максимальная цена рыночной сделки; Средневзвешенная цена; Доходность к погашению; Отчетная дата; Дата предоставления информации; Режим торгов; Количество ценных бумаг в выпуске; Количество размещенных ценных бумаг выпуска; Общий объем эмиссии в валюте номинала; Цена последней сделки; Цена закрытия; Дюрация, дней; Цена спроса на момент окончания торговой сессии; Дата ближайшей оферты по облигациям
ОткрХОЛБО3;7708730590;4B02-03-14406-A;26.05.2014;об;ОАО Московская Биржа;7703507076;RU000A0JURM2;RU000A0JURM2;1000;RUR;14.07.2027;0;30.07.2014;14.07.2027;30.07.2014;998,5;0;1000;41937000000;13,81;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;42000000;42000000;42000000000;0;1000;312;990,1;28.07.2017
ПрГарант 2;7714508096;4-02-00169-R;02.07.2014;об;ОАО Московская Биржа;7703507076;RU000A0JURP5;RU000A0JURP5;1000;RUR;30.07.2019;0;22.10.2014;30.07.2019;;0;0;943;0;7,48;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;150000;150000;150000000;0;943;0;0;
Промкап 02;7718602999;4-02-00170-R;02.07.2014;об;ОАО Московская Биржа;7703507076;RU000A0JURQ3;RU000A0JURQ3;1000;RUR;30.07.2019;0;22.10.2014;30.07.2019;;0;0;931;0;7,48;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;310000;310000;310000000;0;931;0;0;
ИНВЕКТОР 2;7718536425;4-02-00168-R;02.07.2014;об;ОАО Московская Биржа;7703507076;RU000A0JURT7;RU000A0JURT7;1000;RUR;30.07.2019;0;22.10.2014;30.07.2019;08.09.2014;0;0;942;0;7,48;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;150000;150000;150000000;0;942;0;0;
ХорусФ БО1;7719727648;4B02-01-71222-H;24.07.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUS37;RU000A0JUS37;1000;RUR;30.07.2019;0;05.08.2014;30.07.2019;05.08.2014;0;0;0;0;12,82;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;0;0;0;
ЮнКрБанБ22;7710030411;4B022200001B;13.05.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUSH0;RU000A0JUSH0;1000;RUR;06.08.2019;0;13.08.2014;06.08.2019;12.08.2014;1000;0;1000;10000000000;7,15;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;1000;952;981,5999999999999;12.08.2016
ХорусФ БО2;7719727648;4B02-02-71222-H;24.07.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUSJ6;RU000A0JUSJ6;1000;RUR;15.08.2019;0;21.08.2014;15.08.2019;21.08.2014;0;0;0;0;7,12;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;0;0;0;
ВТБЛизФБО2;7709747412;4B02-02-36292-R;03.06.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUSQ1;RU000A0JUSQ1;923,08;RUR;05.08.2022;0;15.08.2014;05.08.2022;15.08.2014;0;0;923,172308;0;7,04;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;7000000;7000000;6461560000;0;923,172308;0;923,172308;14.02.2017
ИАМосков 1;7743909208;4-01-81918-H;07.08.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUSS7;RU000A0JUSS7;1000;RUR;17.09.2028;0;15.08.2014;17.09.2028;15.08.2014;0;0;0;0;33,37;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;12000000;12000000;12000000000;0;0;0;0;
Русфинан12;5012003647;41201792B;02.07.2013;об;ОАО Московская Биржа;7703507076;RU000A0JUT69;RU000A0JUT69;1000;RUR;22.08.2019;0;28.08.2014;22.08.2019;28.08.2014;0;0;1001;0;3,54;0;1001;1001;1001;10,15;07.09.2016;08.09.2016;EQOB;3000000;3000000;3000000000;1001;1001;958;601,1999999999999;01.09.2016
ПЕРЕСВЕТБ2;7703074601;4B020202110B;19.08.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUT85;RU000A0JUT85;1000;RUR;06.09.2017;0;29.08.2014;06.09.2017;29.08.2014;1000,1999999999999;1000,1999999999999;1001;3000600000;1,37;5443822,7;1001;1001;1000;13,1;07.09.2016;08.09.2016;EQOB;3000000;3000000;3000000000;1001;1001;347;999;07.09.2016
ВЭБ Б11;7750004150;4B02-11-00004-T;31.05.2013;об;ОАО Московская Биржа;7703507076;RU000A0JUTB1;RU000A0JUTB1;1000;RUR;16.08.2029;0;04.09.2014;16.08.2029;04.09.2014;0;0;0;0;1,6;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;20000000;1000000;20000000000;0;0;0;600,3;
ТМэнерго 1;7805257964;4-01-36445-R;07.08.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUTC9;RU000A0JUTC9;1000;RUR;29.08.2019;0;04.09.2014;29.08.2019;04.09.2014;1000,9000000000001;0;1001,5;6005400000,000001;1,65;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;6000000;6000000;6000000000;0;1001,5;176;0;
ЗапСиб БО4;7202021856;4B020400918B;30.05.2011;об;ОАО Московская Биржа;7703507076;RU000A0JUTJ4;RU000A0JUTJ4;1000;RUR;04.09.2017;0;08.09.2014;04.09.2017;08.09.2014;0;0;980;0;0,27;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;2000000;2000000;2000000000;0;980;0;0;09.09.2016
КИТФКапБО4;7840417963;4B02-04-05003-R;15.08.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUTQ9;RU000A0JUTQ9;1000;RUR;04.09.2019;0;10.09.2014;04.09.2019;10.09.2014;996,5;994,5999999999999;1000;2092650000;0;865330;0;0;0;0;07.09.2016;08.09.2016;EQOB;2100000;2100000;2100000000;0;1000;354;995;12.09.2016
КИТФКапБО5;7840417963;4B02-05-05003-R;15.08.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUTR7;RU000A0JUTR7;1000;RUR;21.12.2020;0;29.12.2015;21.12.2020;29.12.2015;0;0;0;0;23,67;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;2100000;1146500;2100000000;0;0;0;600,3;29.12.2016
ОбувьрусБ4;5407038230;4B02-04-16005-R;03.09.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUTX5;RU000A0JUTX5;2000000;RUR;06.09.2019;0;15.09.2014;06.09.2019;12.09.2014;0;0;2000400;0;56082,19;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;500;500;1000000000;0;2000400;0;0;16.09.2016
ОВК Фин Б1;7805233787;4B02-01-36430-R;06.08.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUU25;RU000A0JUU25;1000;RUR;10.09.2019;0;16.09.2014;10.09.2019;16.09.2014;0;0;1000;0;74,74;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;15000000;15000000;15000000000;0;1000;0;990;
АльфаБО-13;7728168971;4B021301326B;06.02.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUU90;RU000A0JUU90;1000;RUR;30.08.2029;0;19.09.2014;30.08.2029;18.09.2014;1000,4000000000001;1000,4000000000001;1000,5;5002000000;55,54;126232959,5;1000,5;1000,5;1000,5;9,57;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;1000,5;1000,5;932;1000;19.09.2016
АльфаБО-14;7728168971;4B021401326B;06.02.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUUA1;RU000A0JUUA1;1000;RUR;30.08.2029;0;19.09.2014;30.08.2029;18.09.2014;1019,8000000000001;0;1015,1999999999999;5099000000;56,97;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;1015,1999999999999;342;1015,1999999999999;18.09.2017
РегИнв 01;7733753865;4-01-36446-R;19.08.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUUB9;RU000A0JUUB9;1000;RUR;12.09.2019;0;18.09.2014;12.09.2019;24.09.2014;1001,4;1001,5;1001,5;3004200000;50,05;3344843;0;0;0;0;07.09.2016;08.09.2016;EQOB;3000000;3000000;3000000000;0;1001,5;925;999;
Райфб-БО4;7744000302;4B020403292B;11.10.2010;об;ОАО Московская Биржа;7703507076;RU000A0JUUE3;RU000A0JUUE3;1000;RUR;22.09.2017;0;23.09.2014;22.09.2017;22.09.2014;1001,3;0;1001,8000000000001;10013000000;52,78;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;0;1001,8000000000001;15;1000;26.09.2016
ТрансФБО28;7708797192;4B02-28-36182-R;16.12.2013;об;ОАО Московская Биржа;7703507076;RU000A0JUUG8;RU000A0JUUG8;1000;RUR;17.09.2019;0;23.09.2014;17.09.2019;23.09.2014;0;0;1000;0;48,62;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;4214000;5000000000;0;1000;0;0;
МОЭСК БО-4;5036065113;4B02-04-65116-D;09.07.2013;об;ОАО Московская Биржа;7703507076;RU000A0JUUU9;RU000A0JUUU9;1000;RUR;12.09.2024;0;25.09.2014;12.09.2024;25.09.2014;0;0;0;0;50,33;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;0;0;600,3;25.09.2017
ТПГКФинБ01;7701802460;4B02-01-69195-H;19.09.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUUW5;RU000A0JUUW5;1000;RUR;17.09.2021;0;26.09.2014;17.09.2021;26.09.2014;1000;0;1000;5000000000;61,4;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;1000;16;601,1;
ТПГКФинБ02;7701802460;4B02-02-69195-H;19.09.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUUX3;RU000A0JUUX3;1000;RUR;17.09.2021;0;26.09.2014;17.09.2021;26.09.2014;0;0;1000;0;61,4;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;1000;0;600,3;
ГПБ БО-10;7744001497;4B021000354B;30.10.2012;об;ОАО Московская Биржа;7703507076;RU000A0JUV08;RU000A0JUV08;1000;RUR;26.09.2017;0;26.09.2014;26.09.2017;26.09.2014;865,1999999999999;0;843,9;8652000000;49,68;0;606,7;1000;979,2;63,05;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;958,8;843,9;19;990;
ПЕРЕСВЕТБ1;7703074601;4B020102110B;19.08.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUV32;RU000A0JUV32;1000;RUR;07.10.2017;0;29.09.2014;07.10.2017;29.09.2014;1000,1999999999999;1000,1999999999999;999,4;3000600000;23,15;2827604,9;999,4;1000,9000000000001;1000,4000000000001;13,59;07.09.2016;08.09.2016;EQOB;3000000;3000000;3000000000;999,4;999,4;367;999,4;07.07.2016
Росбанк-А7;7730060164;41202272B;06.05.2013;об;ОАО Московская Биржа;7703507076;RU000A0JUV57;RU000A0JUV57;1000;RUR;07.10.2024;0;30.09.2014;07.10.2024;30.09.2014;1011,3;0;1010,5;10113000000;50,53;0;1010,5;1011,5;1010,9000000000001;9,78;07.09.2016;08.09.2016;EQOB;10000000;10000000;10000000000;1010,5;1010,5;197;1010,5;07.04.2017
Дельта13ИП;7705285534;41303338B;07.03.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUV81;RU000A0JUV81;1000;RUR;01.10.2024;0;01.10.2014;01.10.2024;01.10.2014;1001,9;0;1001,2;7013300000;48,35;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;7000000;7000000;7000000000;0;1001,2;24;936,1;21.10.2016
ПромсвбБО6;7744000912;4B020603251B;30.07.2012;об;ОАО Московская Биржа;7703507076;RU000A0JUVF8;RU000A0JUVF8;1000;RUR;02.10.2019;0;03.10.2014;02.10.2019;02.10.2014;1001;1001,2;1003;5005000000;53,24;49425223,8;1003;1003;1003;7,77;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;1003;1003;25;1000,5;05.10.2016
ПромсвбБО8;7744000912;4B020803251B;30.07.2012;об;ОАО Московская Биржа;7703507076;RU000A0JUVG6;RU000A0JUVG6;1000;RUR;28.03.2021;0;28.03.2016;28.03.2021;28.03.2016;1007,5;0;1007,4;5037500000;52,7;0;1007,4;1007,4;1007,4;10,63;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;1007,4;1007,4;192;1005,5;30.03.2017
КраснЯрКр9;2460071533;RU34009KNA0;19.09.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUVM4;RU000A0JUVM4;1000;RUR;01.10.2018;0;06.10.2014;;06.10.2014;1025,1000000000001;1025,1000000000001;1034,8;8457075000,000001;49,15;21735834,2;1034,8;1034,8;1034,8;9,06;07.09.2016;08.09.2016;EQOB;8250000;8250000;8250000000;1034,8;1034,8;480;1023;
Русфинан14;5012003647;41401792B;02.07.2013;об;ОАО Московская Биржа;7703507076;RU000A0JUVS1;RU000A0JUVS1;1000;RUR;02.10.2019;0;08.10.2014;02.10.2019;08.10.2014;1016,3;0;1016,5;4065200000;46,41;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;4000000;4000000;4000000000;0;1016,5;520;981,1;11.04.2018
СоломЛес01;1040000104;4-01-21996-J;26.08.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUVT9;RU000A0JUVT9;1000;RUR;29.09.2021;0;08.10.2014;29.09.2021;08.10.2014;0;0;1000;0;42,19;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;3000000;3000000;3000000000;0;1000;0;0;09.10.2017
ТПГКФинБ03;7701802460;4B02-03-69195-H;19.09.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUVW3;RU000A0JUVW3;1000;RUR;30.09.2021;0;09.10.2014;30.09.2021;09.10.2014;0;0;1000;0;56,59;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;1000;0;601,1;
Дельта15ИП;7705285534;41503338B;08.09.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUW23;RU000A0JUW23;1000;RUR;10.10.2024;0;10.10.2014;10.10.2024;10.10.2014;1078;0;1075,5;5390000000;19,27;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;1075,5;1622;1070;
РСХБ БО13;7725114488;4B021303349B;11.02.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUW31;RU000A0JUW31;1000;RUR;27.09.2024;0;10.10.2014;27.09.2024;10.10.2014;1038,5;1034,3000000000001;1039,5;5192500000;18,55;569982710,9;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;1039,5;953;992,0999999999999;08.10.2019
АванАгро 1;5722033117;4-01-42849-A;25.09.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUW56;RU000A0JUW56;1000;RUR;10.10.2017;0;15.10.2014;10.10.2017;14.10.2014;1003,8;0;1004;3011400000;56,77;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;3000000;3000000;3000000000;0;1004;34;604,0999999999999;18.10.2016
РСХБ БО14;7725114488;4B021403349B;11.02.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUW72;RU000A0JUW72;1000;RUR;30.09.2024;0;13.10.2014;30.09.2024;13.10.2014;1037,2;1037,2;1037,2;5186000000;17,64;25785840,9;1037,2;1037,5;1037,8;10,02;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;1037,2;1037,2;956;1036;09.10.2019
ТрансФБО34;7708797192;4B02-34-36182-R;12.05.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUWA7;RU000A0JUWA7;1000;RUR;30.09.2024;0;13.10.2014;30.09.2024;13.10.2014;0;0;1000;0;40,82;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;2500000;2405000;2500000000;0;1000;0;0;15.10.2018
ХМАО 09;8601006241;RU34001HMN0;03.10.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUWB5;RU000A0JUWB5;1000;RUR;13.10.2019;0;14.10.2014;;14.10.2014;1022,5;1022,5;1018,1;14315000000;16,24;8152388,1;1018,1;1022,5;1022,5;9,56;07.09.2016;08.09.2016;EQOB;14000000;14000000;14000000000;1018,1;1018,1;384;1018,6;
Карелия 17;1001040590;RU35017KAR0;07.10.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUWJ8;RU000A0JUWJ8;1000;RUR;08.04.2020;0;15.10.2014;;15.10.2014;1038,9;0;1089,8999999999998;3116700000,0000005;15,44;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;3000000;3000000;3000000000;0;1089,8999999999998;524;1028;
ВоронежОб7;3666098668;RU34007VRO0;10.10.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUWK6;RU000A0JUWK6;650;RUR;14.10.2019;0;15.10.2014;;15.10.2014;682,5;682,89;675,35;4777500000;11,51;586878241,44;675,35;675,35;675,35;10,4;07.09.2016;08.09.2016;EQOB;7000000;7000000;4550000000;675,35;675,35;817;660,0749999999999;
ТрансФБО25;7708797192;4B02-25-36182-R;29.01.2013;об;ОАО Московская Биржа;7703507076;RU000A0JUWL4;RU000A0JUWL4;1000;RUR;11.10.2017;0;15.10.2014;11.10.2017;15.10.2014;1001;1001;1001;402502100;52,36;510510;0;0;0;0;07.09.2016;08.09.2016;EQOB;1000000;402100;1000000000;0;1001;35;0;14.10.2016
ФолксвБ 08;7750005605;40803500B;19.08.2013;об;ОАО Московская Биржа;7703507076;RU000A0JUWM2;RU000A0JUWM2;1000;RUR;19.10.2019;0;15.10.2014;19.10.2019;15.10.2014;1003,4000000000001;0;1000;5017000000;44,58;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;1000;39;990,1;21.10.2016
ФолксвБ 09;7750005605;40903500B;19.08.2013;об;ОАО Московская Биржа;7703507076;RU000A0JUWR1;RU000A0JUWR1;1000;RUR;20.10.2019;0;16.10.2014;20.10.2019;16.10.2014;1003,5;0;1002,5;5017500000;44,27;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;1002,5;40;990,1;24.10.2016
Башкорт9об;0274033209;RU34009BAS0;03.10.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUWT7;RU000A0JUWT7;850;RUR;11.04.2019;0;16.10.2014;;16.10.2014;875,5;875,5;875,5;5253000000;14,6;2591437,42;0;0;0;0;07.09.2016;08.09.2016;EQOB;6000000;6000000;5100000000;0;875,5;548;875,5;
Волгогр 07;3444059139;RU34007VGG1;08.10.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUWU5;RU000A0JUWU5;800;RUR;10.10.2019;0;16.10.2014;;16.10.2014;827,28;827,44;824;827280000;12,39;732319,36;0;0;0;0;07.09.2016;08.09.2016;EQOB;1000000;1000000;800000000;0;824;522;820;
ОткрХОЛБО4;7708730590;4B02-04-14406-A;26.05.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUWV3;RU000A0JUWV3;1000;RUR;30.09.2027;0;16.10.2014;30.09.2027;16.10.2014;1000;0;1000;25000000000;52;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;25000000;25000000;25000000000;0;1000;36;995;17.10.2016
ТрансФБО32;7708797192;4B02-32-36182-R;12.05.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUWW1;RU000A0JUWW1;1000;RUR;03.10.2024;0;16.10.2014;03.10.2024;16.10.2014;0;0;0;0;40;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;2500000;2454000;2500000000;0;0;0;0;15.10.2020
ТрансФБО33;7708797192;4B02-33-36182-R;12.05.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUX30;RU000A0JUX30;1000;RUR;08.10.2024;0;21.10.2014;08.10.2024;21.10.2014;0;0;0;0;38,63;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;2500000;2200000;2500000000;0;0;0;0;20.10.2020
ИАУралс2А1;7743924326;4-01-82411-H;30.09.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUX48;RU000A0JUX48;566,95;RUR;15.07.2047;0;21.10.2014;15.07.2047;21.10.2014;0;0;543,1381;0;7,34;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;2834750000;0;543,1381;0;327,413625;
ИАУралс2А2;7743924326;4-02-82411-H;30.09.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUX55;RU000A0JUX55;566,95;RUR;15.07.2047;0;21.10.2014;15.07.2047;21.10.2014;0;0;566,95;0;9,44;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;2536308;2536308;1437959820,6000001;0;566,95;0;340,34008500000004;
РЖД БО-16;7708503727;4B02-16-65045-D;22.05.2013;об;ОАО Московская Биржа;7703507076;RU000A0JUX71;RU000A0JUX71;1000;RUR;20.09.2039;0;21.10.2014;20.09.2039;21.10.2014;0;0;0;0;32,06;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;25000000;25000000;25000000000;0;0;0;0;
ОмскОб2014;5503078620;RU34002OMS0;16.10.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUX89;RU000A0JUX89;800;RUR;15.10.2019;0;21.10.2014;;21.10.2014;839,68;839,68;839,68;4198399999,9999995;13,48;2053859,28;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;4000000000;0;839,68;524;824,08;
РГСНедвБ01;7714311519;4B02-01-36440-R;30.09.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUXE7;RU000A0JUXE7;1000;RUR;18.10.2017;0;22.10.2014;18.10.2017;22.10.2014;999;0;1000;1998000000;51,78;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;2000000;2000000;2000000000;0;1000;42;990;24.04.2015
ТранснфБО3;7706061801;4B02-03-00206-A;15.03.2010;об;ОАО Московская Биржа;7703507076;RU000A0JUXJ6;RU000A0JUXJ6;1000;RUR;09.10.2024;0;22.10.2014;09.10.2024;22.10.2014;985,6999999999999;0;985;14785499999,999998;32,6;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;25000000;15000000;25000000000;0;985;217;985;21.04.2017
РусфинБО11;5012003647;4B021101792B;29.03.2013;об;ОАО Московская Биржа;7703507076;RU000A0JUXL2;RU000A0JUXL2;1000;RUR;23.10.2019;0;23.10.2014;23.10.2019;23.10.2014;0;0;0;0;45,9;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;0;0;0;26.04.2017
РГСНедвБ03;7714311519;4B02-03-36440-R;30.09.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUXM0;RU000A0JUXM0;1000;RUR;19.10.2017;0;23.10.2014;19.10.2017;23.10.2014;999;0;1000;2997000000;51,41;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;3000000;3000000;3000000000;0;1000;43;1000;27.04.2015
РЕГИОНКап1;7706811050;4-01-36452-R;16.10.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUXS7;RU000A0JUXS7;1000;RUR;23.10.2017;0;27.10.2014;23.10.2017;27.10.2014;1000;0;1000;2000000000;46,23;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;2000000;2000000;2000000000;0;1000;47;601;25.10.2016
ТрансФБО35;7708797192;4B02-35-36182-R;12.05.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUXT5;RU000A0JUXT5;1000;RUR;14.10.2024;0;27.10.2014;14.10.2024;27.10.2014;0;0;0;0;36,99;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;2500000;2480000;2500000000;0;0;0;0;26.10.2020
Хакас2014;1901019947;RU35004HAK0;22.10.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUXW9;RU000A0JUXW9;800;RUR;27.10.2019;0;28.10.2014;;28.10.2014;836,4;0;836,32;2091000000;11,92;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;2500000;2500000;2000000000;0;836,32;623;836;
ТрансФБО36;7708797192;4B02-36-50156-A;29.10.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUYC9;RU000A0JUYC9;1000;RUR;23.10.2024;0;05.11.2014;23.10.2024;05.11.2014;0;0;0;0;34,52;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;7000000;7000000;7000000000;0;0;0;0;03.11.2021
ЛадьяФ БО2;7710663485;4B02-02-36261-R;07.10.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUYJ4;RU000A0JUYJ4;1000;RUR;29.10.2021;0;07.11.2014;29.10.2021;07.11.2014;1000;1000;1000;3000000000;40,77;142834000;0;0;0;0;07.09.2016;08.09.2016;EQOB;3000000;3000000;3000000000;0;1000;392;601;08.11.2017
ТрансГС Б1;7724708457;4B02-01-36375-R;07.11.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUZ79;RU000A0JUZ79;1000;RUR;08.11.2019;0;17.11.2014;08.11.2019;17.11.2014;0;0;216,9;0;0;0;0;0;0;0;07.09.2016;08.09.2016;EQDB;5000000;5000000;5000000000;0;216,9;0;10;
НоябрПГЭ01;8905037499;4-01-10024-R;27.06.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUZN3;RU000A0JUZN3;1000;RUR;10.11.2020;0;30.12.2014;10.11.2020;24.12.2014;0;0;0;0;26,32;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;300000;300000;300000000;0;0;0;0;
Стройтемп1;7708599063;4-01-80031-N;09.10.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUZU8;RU000A0JUZU8;1000;RUR;13.11.2019;0;19.11.2014;13.11.2019;19.11.2014;0;0;927;0;27,62;0;0;0;0;0;07.09.2016;08.09.2016;EQDB;5000000;5000000;5000000000;0;927;0;0,1;
ТрансФБО37;7708797192;4B02-37-50156-A;29.10.2014;об;ОАО Московская Биржа;7703507076;RU000A0JUZZ7;RU000A0JUZZ7;1000;RUR;11.11.2024;0;24.11.2014;22.11.2021;24.11.2014;0;0;1000;0;30,78;0;1000;1000;1000;10,77;07.09.2016;08.09.2016;EQOB;2500000;2000000;2500000000;1000;1000;1464;601,1;22.11.2021
ЮнКрБанБ11;7710030411;4B021100001B;13.05.2014;об;ОАО Московская Биржа;7703507076;RU000A0JV052;RU000A0JV052;1000;RUR;20.11.2019;0;27.11.2014;20.11.2019;26.11.2014;0;0;1001;0;30,92;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;5000000;5000000;5000000000;0;1001;0;967;28.11.2016
ВЭБ Б02;7750004150;4B02-02-00004-T;31.05.2013;об;ОАО Московская Биржа;7703507076;RU000A0JV0D7;RU000A0JV0D7;1000;RUR;23.11.2017;0;27.11.2014;23.11.2017;27.11.2014;1004;0;1006,9;9036000000;3,99;0;0;0;0;0;07.09.2016;08.09.2016;EQOB;20000000;9000000;20000000000;0;1006,9;78;981;28.11.2016
